"year","EcoregionName","ColdToleranceSurvival","GrowthRate","LoganProbability","PeakAdultEmergence","PeakHatchDay","PeakPupation","SafranyikProbability"
1872,"Cypress Upland",NA,1.26526851728498,NA,174.862402241864,132.526906490916,162.135508956666,NA
1872,"Dease Arm Plain",NA,0.00137704680855069,NA,241.684780656636,180.448846013575,219.915793196666,NA
1872,"Dubawnt Lake Plain/Upland",NA,0.0110750369567706,NA,223.487410114958,177.297755027685,209.041490266311,NA
1872,"Eagle Plains",NA,0,NA,230.973968101352,175.707971301001,213.672103041038,NA
1872,"Eagle Plateau",NA,0.00014822599679911,NA,229.008373743621,175.004154581172,212.923010237008,NA
1872,"Eastern Continental Ranges",NA,3.59594897860169,NA,211.483859947874,162.290183595706,196.073037238809,NA
1872,"Eastern Vancouver Island",NA,4.08808538201869,NA,186.447975690849,134.782137074246,170.093052081152,NA
1872,"Ellesmere and Devon Island IceCaps",NA,0,NA,367,367,367,NA
1872,"Ellesmere Mountains",NA,0,NA,367,367,367,NA
1872,"Eureka Hills",NA,0,NA,367,367,367,NA
1872,"Fescue Grassland",NA,5.11151127834045,NA,194.906291637277,150.767669197201,181.483938750019,NA
1872,"Fort MacPherson Plain",NA,0,NA,222.926939351635,172.442524604197,206.921318741508,NA
1872,"Foxe Basin Plain",NA,0,NA,367,328.731638371506,367,NA
1872,"Franklin Mountains",NA,0.282128459843758,NA,214.872769994612,167.408877682192,200.598669553119,NA
1872,"Fraser Basin",NA,0.214782261321507,NA,231.968637572694,176.438287518724,214.11249380802,NA
1872,"Fraser Plateau",NA,0.69955797577561,NA,227.449016569314,173.782957588613,210.647470949474,NA
1872,"Frontenac Axis",NA,2.24156100933565,NA,178.170591290865,132.369424185323,167.250935168068,NA
1872,"Fundy Coast",NA,3.66432142583287,NA,193.401469972515,151.160252099937,181.955151415168,NA
1872,"Garry Lake Lowland",NA,0.0028079786937277,NA,233.667351544538,179.941806848796,213.951087910855,NA
1872,"George Plateau",NA,0,NA,270.37688590708,209.204931561134,247.780987762942,NA
1872,"Georgia-Puget Basin",NA,4.20796968076654,NA,191.404803392089,143.218248860647,175.808693169541,NA
1872,"Grandin Plains",NA,0.0987547650925095,NA,221.019270498404,171.527323941617,205.989377952066,NA
1872,"Great Bear Lake Plain",NA,0.128010751330095,NA,223.481128567616,171.799435877771,206.830157233951,NA
1872,"Great Slave Lake Plain",NA,3.32444729589455,NA,200.880181902246,159.603103798823,189.117777434228,NA
1872,"Gulf of Boothia Plain",NA,0,NA,367,325.147697804727,366.960402519169,NA
1872,"Hall Peninsula Upland",NA,0,NA,367,243.312716665377,367,NA
1872,"Harp Lake",NA,0.0199564590042532,NA,230.514171615375,174.646755693194,213.588889538197,NA
1872,"Hayes River Upland",NA,3.9904441358815,NA,190.203819688375,149.415422191304,179.346876752947,NA
1872,"Hay River Lowland",NA,4.00563828659704,NA,198.324831735018,156.040794167297,186.532718756891,NA
1872,"Horn Plateau",NA,2.84779527928261,NA,202.670107289446,160.112932291467,190.397210755201,NA
1872,"Hudson Bay Lowland",NA,2.64047828320353,NA,219.163876987141,166.48918810602,200.925757076569,NA
1872,"Hyland Highland",NA,0.0789896766922187,NA,229.984924962176,174.589139940245,211.792503868645,NA
1872,"Iles-de-la-Madeleine",NA,3.51997800917677,NA,213.373481265189,167.768965881801,200.096098290376,NA
1872,"Interior Transition Ranges",NA,2.76360504842239,NA,215.193301856518,164.822305234115,199.78632449761,NA
1872,"Interlake Plain",NA,2.00459978235844,NA,178.248856190502,136.441857951815,166.891051977798,NA
1872,"James Bay Lowlands",NA,2.73884590125789,NA,198.387386392384,155.099816258609,186.436588232753,NA
1872,"Kazan River Upland",NA,0.650513600010638,NA,216.914323497501,171.778362467752,202.722710109824,NA
1872,"Keller Lake Plain",NA,1.69667604235896,NA,207.389520689712,163.96317315482,194.498805141632,NA
1872,"Kingarutuk-Fraser River",NA,0,NA,253.641112885129,182.159828132753,226.878332069878,NA
1872,"Klondike Plateau",NA,0,NA,355.476638074906,193.568966995898,283.539857964607,NA
1872,"Lac Seul Upland",NA,2.69501229911399,NA,183.255153754968,142.169574914313,172.713321690352,NA
1872,"Lac Temiscamingue Lowland",NA,2.72848623208208,NA,185.012526169693,142.882335620065,174.527148385329,NA
1872,"La Grande Hills",NA,0.418500302214786,NA,225.407994483546,170.645166998928,205.879585258774,NA
1872,"Lake Erie Lowland",NA,0.189059492230934,NA,161.509525106921,117.171018701052,149.624581546743,NA
1872,"Lake Manitoba Plain",NA,1.40519859773824,NA,175.321475031518,132.307842805954,163.498439807654,NA
1872,"Lake Melville",NA,0.0341605754351007,NA,234.03001322397,175.567432325498,214.445982975251,NA
1872,"Lake Nipigon",NA,2.76133589976037,NA,194.377484114799,148.968356007452,181.907430347263,NA
1872,"Lake of the Woods",NA,1.04979949537703,NA,177.643287154181,136.765555449403,166.92627946064,NA
1872,"Lancaster Plateau",NA,0,NA,367,366.866387729597,367,NA
1872,"Liard Basin",NA,0.000646114417526008,NA,290.912978037752,187.160930815474,232.01073994331,NA
1872,"Long Range Mountains",NA,1.54450910613865,NA,223.951345475804,174.74653515818,209.526179998499,NA
1872,"Lower Mainland",NA,4.03067058699354,NA,196.302264931885,149.623990628068,181.150247594995,NA
1872,"Mackenzie Delta",NA,0,NA,283.053405154412,209.680283929683,272.713744369865,NA
1872,"Mackenzie Mountains",NA,0.00153130549403724,NA,241.424097721639,176.467293378367,214.910557465187,NA
1872,"Mackenzie River Plain",NA,0.142287286055908,NA,218.444860340745,169.200578933973,203.327780184056,NA
1872,"Maguse River Upland",NA,0.0313881323389604,NA,256.858030917856,188.206355221867,235.421358973633,NA
1872,"Manitoulin-Lake Simcoe",NA,0.709744156596998,NA,172.621554714418,127.714525537672,161.362729988278,NA
1872,"Maritime Barrens",NA,1.33492600626685,NA,221.470411640954,172.953008094896,207.251900356346,NA
1872,"Maritime Lowlands",NA,3.96733760641492,NA,195.318982545627,153.726830798875,183.853940683844,NA
1872,"Mecatina Plateau",NA,1.7469882630713,NA,218.20266800468,169.880371791797,203.479960316997,NA
1872,"Mecatina River",NA,0.28013288477039,NA,227.827359085112,173.769647684427,211.128310509863,NA
1872,"Melville Peninsula Plateau",NA,0,NA,367,331.110013557369,366.989566299316,NA
1872,"Meta Incognita Peninsula",NA,0,NA,367,300.372466417769,367,NA
1872,"Mid-Boreal Lowland",NA,3.40591433496684,NA,183.568473447325,142.867098756975,172.409937328935,NA
1872,"Mid-Boreal Uplands",NA,3.93571621597061,NA,188.153599377793,147.936970858195,176.6715287221,NA
1872,"Mixed Grassland",NA,1.72653810045017,NA,176.687361752074,133.913773405601,164.197097906031,NA
1872,"Moist Mixed Grassland",NA,2.75350214407195,NA,181.455008662967,138.505088946502,169.015641506397,NA
1872,"Mount Logan",NA,0,NA,343.240059130204,199.6291784582,291.025478357356,NA
1872,"Muskwa Plateau",NA,1.12377633148609,NA,216.696584959391,167.012379843276,201.419430283689,NA
1872,"Nahanni Plateau",NA,0.125636002325958,NA,225.777275615169,172.454527267071,208.651727395815,NA
1872,"Nass Basin",NA,0.0329999407906847,NA,254.750400840271,186.287188168951,227.252010305022,NA
1872,"Nass Ranges",NA,0.184416486070113,NA,237.305217294441,179.77698004319,217.472782861497,NA
1872,"New Brunswick Highlands",NA,3.76330253415573,NA,195.652733051607,154.833436338312,183.967800999757,NA
1872,"New Quebec Central Plateau",NA,0.0773446414305564,NA,225.303430051208,172.322210045961,208.78854379374,NA
1872,"Nipishish Lake",NA,0.0095815650971742,NA,229.576286096178,174.247056116613,212.680553800133,NA
1872,"Norman Range",NA,0.395107655289143,NA,214.622166696689,167.424415396165,200.392860889798,NA
1872,"Northeastern Newfoundland",NA,0.359083398413613,NA,228.602007074919,178.324496889337,213.636682561806,NA
1872,"Northern Alberta Uplands",NA,3.46861013065808,NA,200.426706814662,157.027255736918,188.180667585244,NA
1872,"Northern Canadian Rocky Mountains",NA,0.215430044983826,NA,232.782509034045,176.716381886036,214.282637998163,NA
1872,"Northern Coastal Mountains",NA,0.0286873203417723,NA,282.43146262615,188.993026495549,233.913114906095,NA
1872,"Northern Continental Divide",NA,5.10162128852272,NA,198.331324269695,153.439750121161,184.621783677242,NA
1872,"Northern New Brunswick Highlands",NA,3.73988976105591,NA,195.833632136212,155.059700076865,184.088638168301,NA
1872,"Northern Penninsula",NA,0.413575052565012,NA,232.644941524462,181.154398613753,217.339377009409,NA
1872,"Northern Ungava Peninsula",NA,0,NA,367,313.259989862992,360.331910733973,NA
1872,"North Ogilvie Mountains",NA,0,NA,240.560876920043,176.371291589647,214.679141785262,NA
1872,"Nova Scotia Highlands",NA,4.68364660084923,NA,203.797751839656,160.078703732394,191.519017602732,NA
1872,"Okanogan Highland",NA,2.87104467799859,NA,200.77649114137,154.840568978868,186.723605053569,NA
1872,"Okanogan Range",NA,3.0831647442303,NA,201.068107220558,154.84961309592,186.691138929996,NA
1872,"Old Crow Basin",NA,0,NA,262.661315629469,191.740545920971,247.926203645912,NA
1872,"Old Crow Flats",NA,0,NA,263.431751519864,189.094976275853,247.914066594307,NA
1872,"Omineca Mountains",NA,0.0392011147902283,NA,248.806509170269,183.758095982338,224.079316051646,NA
1872,"Ottawa Islands",NA,0,NA,367,248.304793182789,345.307330501708,NA
1872,"Pacific Ranges",NA,3.26083386253978,NA,207.267201664457,158.486264718041,191.813758793228,NA
1872,"Pangnirtung Upland",NA,0,NA,367,279.331395123022,367,NA
1872,"Paradise River",NA,0,NA,236.530113727359,180.141151947793,219.682682091441,NA
1872,"Parry Islands Plateau",NA,0,NA,367,367,367,NA
1872,"Peace Lowland",NA,4.3811228871714,NA,197.138606736556,154.212165151245,184.562156611148,NA
1872,"Peel River Plateau",NA,0.0738830537880426,NA,224.254490822371,172.654340909259,208.345858800818,NA
1872,"Pelly Mountains",NA,0,NA,353.223095543287,194.660591503196,260.619247033492,NA
1872,"Prince Edward Island",NA,4.21287949076007,NA,202.817666604791,159.399771658229,190.674694387017,NA
1872,"Prince of Wales Island Lowland",NA,0,NA,367,366.980985718251,367,NA
1872,"Queen Charlotte Lowland",NA,2.26066749051819,NA,185.63268196798,123.807145294103,166.973214521511,NA
1872,"Queen Charlotte Ranges",NA,2.60015961977538,NA,173.339869885991,104.073945129357,153.458243827773,NA
1872,"Queen Maud Gulf Lowland",NA,0,NA,265.1504055579,191.144480872999,233.130762850966,NA
1872,"Rainy River",NA,0.678871344734872,NA,175.790303461655,134.993050298119,165.023107958356,NA
1872,"Riviere Rupert Plateau",NA,2.59091331905104,NA,200.828419501562,158.464834679479,187.44219758409,NA
1872,"Ruby Ranges",NA,0,NA,364.637265995368,203.341864070405,326.863629166902,NA
1872,"Saint John River Valley",NA,3.70564963265569,NA,192.542520045937,151.689226581081,181.356574211765,NA
1872,"Selkirk-Bitterroot Foothills",NA,2.89291689959675,NA,204.968539662004,158.059515018973,190.860763508349,NA
1872,"Selwyn Lake Upland",NA,3.20195879948475,NA,204.867787706159,162.772498870252,192.194220844074,NA
1872,"Selwynn Mountains",NA,0.00661223767890262,NA,249.655618165039,179.797054146833,220.216330372674,NA
1872,"Shaler Mountains",NA,0,NA,360.888093312044,236.268278986115,355.367127386362,NA
1872,"Sibbeston Lake Plain",NA,0.808732407415652,NA,213.572164652621,165.897344655633,199.202208994859,NA
1872,"Skeena Mountains",NA,0.0135589852131172,NA,274.983149729903,188.941533643552,231.841532637916,NA
1872,"Slave River Lowland",NA,4.4216714944159,NA,193.438191188006,154.061508849835,182.695481534276,NA
1872,"Smallwood Reservoir-Michikamau",NA,0.154244802460548,NA,231.891991572077,174.977657230733,213.750550115664,NA
1872,"Southampton Island Plain",NA,0,NA,367,291.320861713076,367,NA
1872,"South Avalon-Burin Oceanic Barrens",NA,1.70846439559611,NA,221.519591393998,173.917585189505,207.212437909681,NA
1872,"South-central Nova Scotia Uplands",NA,4.45026005859923,NA,197.07989028469,153.6693807271,185.083536584483,NA
1872,"Southern Laurentians",NA,3.19196623119238,NA,189.817494240354,149.192218701261,178.869016373391,NA
1872,"Southern New Brunswick Uplands",NA,3.42512584943788,NA,190.868044854046,149.312770135188,179.720850723385,NA
1872,"Southern Rocky Mountain Trench",NA,3.01615874476937,NA,210.002310955975,161.274741467302,194.917944923229,NA
1872,"Southern Ungava Peninsula",NA,1.36692977470933e-06,NA,250.227048891468,182.445696281006,225.188287166669,NA
1872,"Southwestern Newfoundland",NA,1.58268178017242,NA,221.956042066667,173.409665961293,207.835528212789,NA
1872,"Southwest Manotoba Uplands",NA,1.23452390879683,NA,172.685908026953,127.40382819126,160.101285432344,NA
1872,"Southwest Nova Scotia Uplands",NA,3.17487954141417,NA,189.673143596083,146.031725471374,177.707075824285,NA
1872,"St.Elias Mountains",NA,0.00157595713203928,NA,353.440221563033,201.82443848731,300.418374406565,NA
1872,"St-Laurent Lowlands",NA,3.40646724094991,NA,186.597829008321,143.416075704342,175.602079787852,NA
1872,"Strait of Belle Isle",NA,0.0513244806527256,NA,237.632758074751,184.188270342783,221.415085681546,NA
1872,"Sverdrup Islands Lowland",NA,0,NA,367,367,367,NA
1872,"Takijua Lake Upland",NA,0.00462130795815965,NA,228.371051160116,177.209445127339,211.72255702917,NA
1872,"Tazin Lake Upland",NA,3.40579969417124,NA,201.606379629323,160.173498035804,189.780338982763,NA
1872,"Thompson-Okanagan Plateau",NA,2.49565132388021,NA,213.216475639973,163.216966318725,197.816338691499,NA
1872,"Thunder Bay-Quetico",NA,1.44116304149991,NA,182.86223964393,140.610073001363,171.671161286026,NA
1872,"Torngat Mountains",NA,0,NA,308.819184501093,250.189715525355,283.056740227399,NA
1872,"Tuktoyuktuk Coastal Plain",NA,0,NA,309.508396227724,210.599009900046,268.53970220055,NA
1872,"Ungava Bay Basin",NA,0,NA,249.035562774364,192.039093310116,231.611309578174,NA
1872,"Victoria Islands Lowland",NA,0,NA,357.118336608872,264.339885120732,335.726226324422,NA
1872,"Wabasca Lowland",NA,4.16399372802179,NA,190.170574862936,150.584980512369,178.762126417317,NA
1872,"Wager Bay Plateau",NA,0,NA,339.367603222737,225.884056784557,307.816386175271,NA
1872,"Western Alberta Upland",NA,4.60111617193794,NA,204.109020946698,158.077182528022,190.132217618127,NA
1872,"Western Boreal",NA,4.40320583511877,NA,201.455960446716,157.022643956353,188.214677417346,NA
1872,"Western Continental Ranges",NA,3.18657548917354,NA,210.88975335938,161.687432341674,195.603139334823,NA
1872,"Western Vancouver Island",NA,3.72287017373915,NA,181.119661229975,123.482994228104,163.363388419665,NA
1872,"Yukon Coastal Plain",NA,0,NA,321.111041916066,233.112466920923,315.425808935367,NA
1872,"Yukon Plateau-Central",NA,0,NA,345.660599974214,196.877569456229,311.929939900922,NA
1872,"Yukon Plateau-North",NA,0,NA,302.854319040017,187.883011130451,248.181778879655,NA
1872,"Yukon Southern Lakes",NA,0,NA,362.17988447279,198.761031853892,271.703471860158,NA
1872,"Yukon-Stikine Highlands",NA,0.000116857521814769,NA,334.032464750212,197.787145602748,259.017689416,NA
1873,"Abitibi Plains",NA,3.52158698027188,NA,192.991480961137,151.580701781569,181.877511670894,NA
1873,"Algonquin-Lake Nipissing",NA,1.28788563934614,NA,183.277991084874,144.958940738817,173.332500292502,NA
1873,"Amundsen Gulf Lowlands",NA,0,NA,351.018098494574,208.451102612699,294.68972875326,NA
1873,"Anderson River Plain",NA,0,NA,334.278746074466,217.226213779214,252.660190752955,NA
1873,"Annapolis-Minas Lowlands",NA,3.53558374758425,NA,201.113966242728,158.86580046963,188.277035288082,NA
1873,"Anticosti Island",NA,3.75379745059039,NA,214.171306202017,168.58570031003,202.177677000667,NA
1873,"Appalachians",NA,3.4481680072517,NA,204.556033956004,161.992117671855,192.322806270677,NA
1873,"Aspen Parkland",NA,2.81266105090816,NA,179.464566576281,135.64188338147,168.49356366062,NA
1873,"Athabasca Plain",NA,3.89083645297265,NA,194.886503206786,153.735994442822,183.622022075056,NA
1873,"Atlantic Coast",NA,3.99994833911964,NA,205.270961055596,161.976360285657,191.989807709801,NA
1873,"Avalon Forest",NA,2.31456003523375,NA,231.20509241656,185.590218977731,216.061784036925,NA
1873,"Back River Plain",NA,0.0210594197496802,NA,246.415563974471,181.946427307864,219.743380605206,NA
1873,"Baffin Islands Coastal Lowlands",NA,0,NA,367,366.983250754021,367,NA
1873,"Baffin Island Uplands",NA,0,NA,367,363.254471759871,367,NA
1873,"Baffin Mountains",NA,0,NA,367,349.295226695649,367,NA
1873,"Baffin Upland",NA,0,NA,367,272.367044098266,367,NA
1873,"Banks Island Coastal Plain",NA,0,NA,367,350.536644482604,363.806178251645,NA
1873,"Banks Island Lowland",NA,0,NA,367,341.917216142468,364.820065640831,NA
1873,"Bathurst Hills",NA,0,NA,292.490762919418,188.800676698571,248.982857743089,NA
1873,"Belcher Islands",NA,0.0316491206379511,NA,331.501289808746,213.024231862865,279.743383648347,NA
1873,"Big Trout Lake",NA,3.71009371328174,NA,195.452696005707,152.657784541329,183.202843637831,NA
1873,"Bluenose Lake Plain",NA,0.0109973271938704,NA,293.367135972666,190.98837811726,269.665961455037,NA
1873,"Boothia Peninsula Plateau",NA,0,NA,367,315.594060144226,366.995330727181,NA
1873,"Borden Peninsula Plateau",NA,0,NA,367,367,367,NA
1873,"Boreal Mountains and Plateaus",NA,0.000156908092511241,NA,306.747221019333,190.731371705664,235.296874353367,NA
1873,"Boreal Transition",NA,3.29366855327042,NA,184.037182839605,140.607613725521,172.890153005056,NA
1873,"British-Richardson Mountains",NA,0,NA,278.539159427776,204.062885788318,267.847241240489,NA
1873,"Bulkley Ranges",NA,0.293468291498692,NA,230.76990274589,176.430559435041,214.10223248686,NA
1873,"Cape Breton Highlands",NA,4.50325155775795,NA,218.490627361056,173.587595936375,205.404978836956,NA
1873,"Cascade Ranges",NA,3.44280089210046,NA,189.398704902941,142.386952940716,175.625357366128,NA
1873,"Central Canadian Rocky Mountains",NA,1.23421045537044,NA,216.785166095826,167.45199916915,201.459424685167,NA
1873,"Central Laurentians",NA,2.91764482989953,NA,211.02738094743,167.124130291852,198.246001682617,NA
1873,"Central Newfoundland",NA,1.9193641299658,NA,230.858604873087,180.276999367624,215.409176337889,NA
1873,"Central Ungava Peninsula",NA,4.1119591888548e-06,NA,338.167575438523,227.926847045557,295.397554643858,NA
1873,"Chantrey Inlet Lowland",NA,0,NA,352.690202598543,217.269717384187,303.759799316985,NA
1873,"Chilcotin Ranges",NA,1.9095765076402,NA,213.514036882212,164.048770695207,198.875570648027,NA
1873,"Churchill River Upland",NA,3.69032353172625,NA,192.22899820182,151.258904968839,181.062654993806,NA
1873,"Clear Hills Upland",NA,3.47204669143498,NA,199.123531009023,154.502411604263,186.577195393815,NA
1873,"Coastal Barrens",NA,0,NA,274.363400312716,185.046887526559,233.332889171952,NA
1873,"Coastal Gap",NA,1.86290557446611,NA,209.649633146941,158.440943953418,193.358618042881,NA
1873,"Coastal Hudson Bay Lowland",NA,1.78606969674606,NA,260.730011046155,186.334814216685,232.727982307076,NA
1873,"Columbia Mountains and Highlands",NA,2.81627999510276,NA,206.906454548859,158.972829459161,192.583623634574,NA
1873,"Colville Hills",NA,0.00646413190841198,NA,237.867797762986,170.658708639981,205.358316608802,NA
1873,"Coppermine River Upland",NA,1.66604745949201,NA,218.800746606843,170.552299807906,203.227045042617,NA
1873,"Coronation Hills",NA,0.00539654094769275,NA,283.466609625911,200.269996502933,260.506005727093,NA
1873,"Cypress Upland",NA,1.49318325014656,NA,172.695594690892,129.059403342149,162.09079232629,NA
1873,"Dease Arm Plain",NA,0.0190552027317001,NA,269.411806352674,179.714656157887,223.332934072172,NA
1873,"Dubawnt Lake Plain/Upland",NA,0.570127237335624,NA,234.071485056353,179.642810612872,215.341316252928,NA
1873,"Eagle Plains",NA,0,NA,228.776812772208,173.892103899561,211.799986072054,NA
1873,"Eagle Plateau",NA,0.203421785040203,NA,224.983642366262,171.904314793883,209.517183907299,NA
1873,"Eastern Continental Ranges",NA,3.10380898213548,NA,203.906438907431,157.400399097544,190.269161505249,NA
1873,"Eastern Vancouver Island",NA,3.82949915479997,NA,182.526566109195,128.742370142631,165.928858233666,NA
1873,"Ellesmere and Devon Island IceCaps",NA,0,NA,367,367,367,NA
1873,"Ellesmere Mountains",NA,0,NA,367,367,367,NA
1873,"Eureka Hills",NA,0,NA,367,367,367,NA
1873,"Fescue Grassland",NA,4.08416027254524,NA,187.831550527029,142.150693004841,175.677396513059,NA
1873,"Fort MacPherson Plain",NA,0,NA,222.120419153636,170.584336355201,204.977201943866,NA
1873,"Foxe Basin Plain",NA,0,NA,367,338.930943597052,367,NA
1873,"Franklin Mountains",NA,0.683136495927275,NA,214.110626103486,166.884876386313,199.102666454985,NA
1873,"Fraser Basin",NA,0.216651990019915,NA,227.725436687811,174.989112684505,211.586470223821,NA
1873,"Fraser Plateau",NA,0.732937809788591,NA,222.36795891164,170.832898817369,207.097503204473,NA
1873,"Frontenac Axis",NA,1.13601263038231,NA,184.099143165837,145.994932159371,174.433985290294,NA
1873,"Fundy Coast",NA,3.56461507186248,NA,200.485146614253,158.694349479572,187.914947915814,NA
1873,"Garry Lake Lowland",NA,0.0306474054520294,NA,265.291231269684,183.089862601634,223.64654722851,NA
1873,"George Plateau",NA,0,NA,256.717482225128,203.062588180159,236.324022801832,NA
1873,"Georgia-Puget Basin",NA,3.53233631573284,NA,186.740552597977,136.847770967878,171.148219087336,NA
1873,"Grandin Plains",NA,0.23584160526979,NA,223.865874068187,172.319514775166,206.334070146956,NA
1873,"Great Bear Lake Plain",NA,0.368900595199972,NA,227.666279570317,171.002127262363,207.380010749682,NA
1873,"Great Slave Lake Plain",NA,3.80763018366893,NA,200.970340910266,159.625292792386,188.959070087504,NA
1873,"Gulf of Boothia Plain",NA,0,NA,367,328.870137819563,367,NA
1873,"Hall Peninsula Upland",NA,0,NA,367,241.088425575576,367,NA
1873,"Harp Lake",NA,0.0731766256240314,NA,225.28539608131,174.303809551985,208.169549043924,NA
1873,"Hayes River Upland",NA,3.65641420974404,NA,192.744430583708,151.185447960596,181.451375919822,NA
1873,"Hay River Lowland",NA,3.48359721381698,NA,197.445030337975,155.313903103263,185.564882749863,NA
1873,"Horn Plateau",NA,3.49648930561272,NA,202.045725517157,159.774503777186,189.867881516302,NA
1873,"Hudson Bay Lowland",NA,2.95453283119437,NA,219.625522089162,166.708902237134,204.183623543984,NA
1873,"Hyland Highland",NA,0.270090600758571,NA,228.220570626668,173.908299180827,210.26534250221,NA
1873,"Iles-de-la-Madeleine",NA,3.96493182848933,NA,218.292609702045,172.441718873829,205.369071310375,NA
1873,"Interior Transition Ranges",NA,2.64602293569585,NA,208.313093702196,159.375246255789,194.198359065907,NA
1873,"Interlake Plain",NA,2.22222891574585,NA,176.765925555843,135.905641395546,167.034024905481,NA
1873,"James Bay Lowlands",NA,3.49031711447969,NA,199.624530632719,155.917828315818,187.277184788792,NA
1873,"Kazan River Upland",NA,2.14998745662475,NA,222.451018735727,173.286516621776,206.863099260885,NA
1873,"Keller Lake Plain",NA,2.96251138584197,NA,207.515537323258,163.822520020634,194.121809202992,NA
1873,"Kingarutuk-Fraser River",NA,0.00834566884534515,NA,245.424482681634,178.035562804815,216.905010661617,NA
